current_path,size_bytes,sha256,classification,status
03_GOVERNANCE_EVIDENCE_READONLY/review-session/FINAL_FREEZE/FROZEN_SPEC_CANDIDATE/01_master/MASTER_BLUEPRINT.md,8760,5b9559a6ef71c9ce96b66ca9fecc5bcdf491864f02ea6583f62779f2731fc3eb,GOVERNANCE_EVIDENCE_IMMUTABLE,NORMALIZED
03_GOVERNANCE_EVIDENCE_READONLY/review-session/FINAL_FREEZE/FROZEN_SPEC_CANDIDATE/01_master/REPOSITORY_STRATEGY.md,1720,64d05bb86f5cae3568ad6c7bf6a1dd24f04c55caa792fb0f610c582b85b9cbc2,GOVERNANCE_EVIDENCE_IMMUTABLE,NORMALIZED
03_GOVERNANCE_EVIDENCE_READONLY/review-session/FINAL_FREEZE/FROZEN_SPEC_CANDIDATE/01_master/SYSTEM_INVARIANTS.md,1902,1c1457004848af54606da00817f7f8df282119dea121e2a5ff324663d5db73b9,GOVERNANCE_EVIDENCE_IMMUTABLE,NORMALIZED
03_GOVERNANCE_EVIDENCE_READONLY/review-session/FINAL_FREEZE/FROZEN_SPEC_CANDIDATE/03_repo_blueprints/R01_CONTRACTS.md,3525,1990e0e2f97c97469c41a85b28c1d8b51d894cd4421117cf4ddf06bf67cde6c7,GOVERNANCE_EVIDENCE_IMMUTABLE,NORMALIZED
03_GOVERNANCE_EVIDENCE_READONLY/review-session/FINAL_FREEZE/FROZEN_SPEC_CANDIDATE/03_repo_blueprints/R02_CORE_STATE.md,3845,e320f42031e69d9e16a297ec2830283cebdc1863bde82d2d53be158f58c6c0dd,GOVERNANCE_EVIDENCE_IMMUTABLE,NORMALIZED
03_GOVERNANCE_EVIDENCE_READONLY/review-session/FINAL_FREEZE/FROZEN_SPEC_CANDIDATE/03_repo_blueprints/R03_CREATIVE.md,3735,2f63497ba76acf0a61d9dd6335008de9660af3adde2f5fcd9734605f74eddc36,GOVERNANCE_EVIDENCE_IMMUTABLE,NORMALIZED
03_GOVERNANCE_EVIDENCE_READONLY/review-session/FINAL_FREEZE/FROZEN_SPEC_CANDIDATE/03_repo_blueprints/R04_ASSETS_CONTINUITY.md,3873,4162cccfcc47a757c89e91e52ce7c827f7e8f88ebd1b72484f37675d77490af4,GOVERNANCE_EVIDENCE_IMMUTABLE,NORMALIZED
03_GOVERNANCE_EVIDENCE_READONLY/review-session/FINAL_FREEZE/FROZEN_SPEC_CANDIDATE/03_repo_blueprints/R05_PROMPT_COMPILER.md,3631,e53e759c5bb790b5905a8d556c187a438fd79ca713357a25fe63bf514f932ecf,GOVERNANCE_EVIDENCE_IMMUTABLE,NORMALIZED
03_GOVERNANCE_EVIDENCE_READONLY/review-session/FINAL_FREEZE/FROZEN_SPEC_CANDIDATE/03_repo_blueprints/R06_WORKFLOW.md,3838,c4e8535c33b1ef8bd64388a59e6a685b8a718e0b8095259053423ed755565040,GOVERNANCE_EVIDENCE_IMMUTABLE,NORMALIZED
03_GOVERNANCE_EVIDENCE_READONLY/review-session/FINAL_FREEZE/FROZEN_SPEC_CANDIDATE/03_repo_blueprints/R07_PROVIDER_SDK.md,3561,4bb25dcdb3603071dc3fd495e5a9ca26876cf70d236f2a58a6d4cefc3236c0d2,GOVERNANCE_EVIDENCE_IMMUTABLE,NORMALIZED
03_GOVERNANCE_EVIDENCE_READONLY/review-session/FINAL_FREEZE/FROZEN_SPEC_CANDIDATE/03_repo_blueprints/R08_GOOGLE_FLOW_ADAPTER.md,3744,394fc53f419c8a7e498556694aff826d488c08a613d80a607fd03d68e95e9674,GOVERNANCE_EVIDENCE_IMMUTABLE,NORMALIZED
03_GOVERNANCE_EVIDENCE_READONLY/review-session/FINAL_FREEZE/FROZEN_SPEC_CANDIDATE/03_repo_blueprints/R09A_R10_GOOGLE_FLOW_EXECUTION_OPTIONS.md,5705,734d5526fe52a5770824150f1615828144f12ad745ea06d9df062e3ad72eea38,GOVERNANCE_EVIDENCE_IMMUTABLE,NORMALIZED
03_GOVERNANCE_EVIDENCE_READONLY/review-session/FINAL_FREEZE/FROZEN_SPEC_CANDIDATE/03_repo_blueprints/R09_BROWSER_WORKER.md,4430,663ec27313980d2cb4aabfffd524ff02e2ea34d316c63844a7c46a319128752f,GOVERNANCE_EVIDENCE_IMMUTABLE,NORMALIZED
03_GOVERNANCE_EVIDENCE_READONLY/review-session/FINAL_FREEZE/FROZEN_SPEC_CANDIDATE/03_repo_blueprints/R10_FLOWKIT_BRIDGE.md,4228,8c3316e7712513e4061ea8dae3d8a8c9391671d95b63843b8106819f30c65fde,GOVERNANCE_EVIDENCE_IMMUTABLE,NORMALIZED
